Track,Album Name,Artist,Release Date,Spotify Playlist Count,Spotify Popularity,YouTube Views,Explicit Track
My Boy Only Breaks His Favorite Toys,THE TORTURED POETS DEPARTMENT,Taylor Swift,2024-04-18,3784.0,83.0,13509432.0,0
Dandini Dandini Dastana,"Hey Dostum, ï¿½ï¿",Derya Yildirim,2023-02-10,8.0,9.0,520926927.0,0
Florida!!! (feat. Florence + the Machine),THE TORTURED POETS DEPARTMENT,Taylor Swift,2024-04-18,3866.0,,13707215.0,1
Legends,Legends,Juice WRLD,2018-06-22,118639.0,63.0,186468599.0,1
Black Beatles,SremmLife 2 (Deluxe),Rae Sremmurd,2016-08-12,186174.0,69.0,1178473071.0,1
King Size,Feed Tha Streets III,Roddy Ricch,2022-11-18,3105.0,33.0,590470795.0,1
Girls Want Girls (with Lil Baby),Certified Lover Boy,Drake,2021-09-03,137691.0,68.0,94845922.0,1
Linger - SiriusXM Session,SiriusXM Session,Royel Otis,2024-05-31,908.0,69.0,,0
SLOW DANCING IN THE DARK,SLOW DANCING IN THE DARK,Joji,2018-09-12,241882.0,29.0,576756813.0,1
BIPOLAR,BIPOLAR,Peso Pluma,2023-09-07,18049.0,,110937613.0,1
Addicted,Addicted (feat. Ink) - Single,Zerb,2024-03-29,7213.0,79.0,320436.0,1
Besos Moja2,Besos Moja2,Wisin & Yandel,2022-09-29,4845.0,69.0,251373932.0,0
Wake Up in the Sky,Wake Up in the Sky,Gucci Mane,2018-09-14,188378.0,71.0,614755305.0,1
El Chico Del Apartamento 512 - Remasterizado 2024/30th Anniversary,Amor Prohibido (Remasterizado 2024/30th Anniversary),Selena,2024-03-22,15.0,,,0
Papercut,Papercuts,Linkin Park,2024-04-12,130.0,,,0
Chanel,Chanel,Becky G,2023-03-30,21244.0,65.0,267142398.0,0
Otro Trago,Sueï¿½ï,Sech,2019-04-18,73605.0,63.0,1315371330.0,1
Back In Blood (feat. Lil Durk),Back In Blood (feat. Lil Durk),Pooh Shiesty,2020-11-06,126894.0,62.0,477876565.0,1
Jugaste y Sufrï¿,Corta Venas,Eslabon Armado,2020-12-18,83013.0,70.0,420395103.0,0
Una Foto Remix (feat. Emilia),Una Foto Remix (feat. Emilia),Mesita,2024-01-05,15932.0,78.0,45907269.0,0
Religiously,Religiously,Bailey Zimmerman,2023-03-17,25164.0,73.0,23904394.0,0
What Happened To Virgil (feat. Gunna),7220,Lil Durk,2022-03-11,63045.0,59.0,98375891.0,1
Hello,Hello,Adele,2015-10-23,140637.0,68.0,347935820.0,0
HAY LUPITA,HAY LUPITA - Single,Lomiiel,2024-03-28,1996.0,71.0,51510163.0,0
Gatita,Gatita,Bellakath,2022-10-05,25714.0,57.0,173995566.0,0
World on Fire,NATE SMITH (DELUXE),Nate Smith,2023-04-28,15383.0,69.0,12196961.0,0
Love You Anyway,Love You Anyway,Luke Combs,2023-02-10,29896.0,67.0,47201934.0,0
MOJABI GHOST,DATA,Tainy,2023-06-29,46625.0,75.0,74049864.0,1
N95,Mr. Morale & The Big Steppers,Kendrick Lamar,2022-05-13,11802.0,74.0,124386115.0,1
Niagara Falls (Foot or 2) [with Travis Scott & 21 Savage],HEROES & VILLAINS,Metro Boomin,2022-12-02,108296.0,71.0,21886334.0,1
Volvï¿,La mï¿½ï¿½sica de @Gina Yei: #ConTodoElCorazï¿½ï¿½nYMï¿½ï¿½s (Banda Sono,Didi Romero,2023-01-11,60.0,,543509003.0,0
You're Really Funny,Rly Funny - EP,Crocodyle,2022-11-11,9.0,,631421040.0,0
Papercut,Papercuts,Linkin Park,2024-04-12,4.0,,,0
Earned It (Fifty Shades Of Grey),Fifty Shades Of Grey (Original Motion Picture Soundtrack),The Weeknd,2015-02-10,97707.0,69.0,955666073.0,1
Gucci Gang,Gucci Gang,Lil Pump,2017-08-31,66961.0,55.0,1402505864.0,1
La Bebe,LPM,Yng Lvcas,2021-12-24,35404.0,64.0,132383657.0,1
Jaded,Endless Summer Vacation,Miley Cyrus,2023-03-10,22117.0,65.0,69971780.0,1
Bye,Bye,Peso Pluma,2023-05-26,24974.0,65.0,157154307.0,1
L$d,Deaf 2 Society,Luclover,2022-04-22,15846.0,36.0,4019929.0,1
Wolves,Wolves,Selena Gomez,2017-10-25,123735.0,71.0,930929767.0,0
Scars To Your Beautiful,Know-It-All,Alessia Cara,2015-11-13,129568.0,71.0,710718042.0,0
FRI(END)S,FRI(END)S,V,2024-03-15,38.0,85.0,38102046.0,0
Surface Pressure,Encanto (Original Motion Picture Soundtrack),Jessica Darrow,2021-11-19,41062.0,65.0,580242930.0,0
Volver Al Futuro,Volver Al Futuro,Oscar Maydon,2024-05-30,1247.0,78.0,7493616.0,0
Praise God,Donda,Kanye West,2021-08-29,143071.0,67.0,75632640.0,0
Friesenjung,Friesenjung,Ski Aggu,2023-05-25,70377.0,70.0,31956891.0,1
El Azul,El Azul - Single,Junior H,2023-02-10,42304.0,76.0,125144381.0,0
EARFQUAKE,IGOR,"Tyler, The Creator",2019-05-17,198786.0,76.0,262134097.0,1
Ya Supï¿½ï¿½rame (En V,Ya Supï¿½ï¿½rame (En Vivo) - Si,Grupo Firme,2021-08-13,34933.0,57.0,662346628.0,0
if u think i'm pretty,if u think i'm pretty,Artemas,2023-10-24,26538.0,78.0,25556375.0,1
Fin de Semana,Fin de Semana,Oscar Maydon,2023-01-13,38126.0,76.0,209204080.0,0
Everybody (feat. Lil Uzi Vert),Pink Friday 2,Nicki Minaj,2023-12-07,1384.0,,,0
Every Breath You Take,Learned from Love,Bonnie Kimmel,2017-05-26,,,,0
My Oh My (feat. DaBaby),Romance,Camila Cabello,2019-12-06,78873.0,68.0,344504691.0,0
Forever After All,What You See Ain't Always What You Get (Deluxe Edition),Luke Combs,2020-10-23,66543.0,70.0,247466941.0,0
Fried (She a Vibe),WE DON'T TRUST YOU,Future,2024-03-22,8465.0,,6259257.0,1
123 Song,123 Song,D Billions,2019-10-23,98.0,23.0,1754170433.0,0
Hello (feat. A Boogie Wit da Hoodie),Shoot For The Stars Aim For The Moon (Deluxe),Pop Smoke,2020-07-20,19049.0,67.0,261251373.0,1
Numb,Numb,Marshmello,2022-06-10,70661.0,69.0,54641192.0,0
Ojapiano,Ojapiano - Single,KCee,2023-06-03,8182.0,56.0,30407112.0,0
Area Codes,Area Codes,Kaliii,2023-03-17,33819.0,68.0,71928705.0,1
Medallo,Hecho En Medellï¿½,Blessd,2021-10-27,66494.0,65.0,509694751.0,1
Domingo Abacaxi Flamingo,Domingo Abacaxi Flamingo,Bolofofos,2020-09-02,1887.0,51.0,1306329440.0,0
Riptide,Ministry Of Sound Presents Chillout Sessions XVI,Vance Joy,2013-01-01,36915.0,80.0,533440453.0,0
Ch y la Pizza,Ch y la Pizza,Fuerza Regida,2022-12-01,37923.0,75.0,265678775.0,1
In Ha Mood,In Ha Mood,Ice Spice,2023-01-06,39734.0,63.0,71742798.0,1
POR QUï¿½ï¿½ SE,POR QUï¿½ï¿½ SE,Grupo Frontera,2024-05-09,1596.0,76.0,17263028.0,0
ALL MINE,WASTELAND,Brent Faiyaz,2022-07-08,61987.0,71.0,77564375.0,1
Let Me Know (I Wonder Why Freestyle),Sucker,Juice WRLD,2019-07-01,12661.0,72.0,125086953.0,1
The Night We Met,The Night We Met,Lord Huron,2015-02-09,286668.0,84.0,807672690.0,0
Playa Del Inglï¿½,Playa Del Inglï¿½ï¿½s - Si,Quevedo,2022-12-15,68744.0,67.0,151166424.0,0
BOO!SHUT,BOO!SHUT,PIGGS,2023-03-24,41.0,3.0,463192119.0,0
HOLA PERDIDA REMIX,HOLA PERDIDA REMIX,Luck Ra,2024-05-31,873.0,70.0,10058975.0,0
Talk,Talk,Yeat,2022-09-02,77898.0,67.0,39581789.0,1
Now And Then,Now And Then,The Beatles,2023-11-02,23455.0,,52809148.0,0
Sign on the Door,Sign on the Door,Dora Lachaise,2023-03-29,4.0,,466723346.0,0
For Life (feat. Zak Abel & Nile Rodgers),For Life (feat. Zak Abel & Nile Rodgers),Kygo,2024-04-19,4216.0,76.0,314701.0,0
Kya Loge Tum,Kya Loge Tum,B Praak,2023-05-15,2561.0,57.0,375460772.0,0
California Breeze,It's Only Me,Lil Baby,2022-10-14,45626.0,61.0,152685892.0,1
Nonstop,Scorpion,Drake,2018-06-29,175188.0,71.0,409939539.0,1
LOVE DIVE,LOVE DIVE,IVE,2022-04-05,28165.0,69.0,583304882.0,0
Alucin,Alucin,Eugenio Esquivel,2023-11-17,16933.0,,85555081.0,1
Go Stupid,Go Stupid,Polo G,2020-02-14,112485.0,69.0,122253253.0,1
POPSTAR (feat. Drake),POPSTAR (feat. Drake),DJ Khaled,2020-07-17,165234.0,63.0,384597914.0,1
Qual ï¿½ï¿½ o seu des,Qual ï¿½ï¿½ seu des,Tz da Coronel,2024-02-29,6088.0,73.0,68170959.0,1
Lovesick Girls,THE ALBUM,BLACKPINK,2020-10-02,40766.0,65.0,959285337.0,0
Solo (feat. Demi Lovato),Solo (feat. Demi Lovato),Clean Bandit,2018-05-17,114049.0,64.0,90354845.0,0
Una Vida Pasada,Una Vida Pasada,Camilo,2024-04-02,2952.0,81.0,40003695.0,0
Steven Universe,Steven Universe,L.Dre,2020-02-21,14464.0,50.0,,0
places to be,places to be,Fred again..,2024-05-31,2277.0,73.0,443994.0,1
ASI ES LA VIDA,ASI ES LA VIDA,Enrique Iglesias,2023-09-28,1183.0,,144081808.0,0
Corazï¿½,Corazï¿½,Maluma,2017-11-03,52952.0,64.0,1871767126.0,0
Elvira,Elvira,Oscar Maydon,2023-12-20,8183.0,81.0,97178744.0,1
Fantasias,Fantasias,Rauw Alejandro,2019-08-29,76919.0,67.0,1120507756.0,0
El Jefe,El Jefe,Shakira,2023-09-20,11838.0,,164469434.0,1
Am,AM,Nio Garcia,2021-01-28,70546.0,57.0,668095711.0,1
Te Lo Agradezco,Te Lo Agradezco,Kany Garcï¿½,2023-07-27,9016.0,73.0,210403837.0,0
PLEBADA,PLEBADA,El Alfa,2023-06-08,171.0,65.0,254704259.0,0
Danza Kuduro - Cover,CLUB SONG MIX 2023,MUSIC LAB JPN,2023-11-10,6.0,,,1
Marea (Weï¿½ï¿½ï¿½ve Lost Da,Marea (Weï¿½ï¿½ï¿½ve Lost Da,Fred again..,2021-02-22,191372.0,71.0,31888669.0,0
Fall In Love,Fall In Love,Bailey Zimmerman,2022-02-11,47288.0,71.0,121592933.0,0
Cupid,The Beginning: Cupid - Single,FIFTY FIFTY,2023-02-24,34632.0,37.0,191028847.0,0
Dj Gamm Gamm Piri Slow,Dj Gamm Gamm Piri Slow,DJ BAHBUS,2022-09-28,7.0,,68945.0,0
Guilty as Sin?,THE TORTURED POETS DEPARTMENT,Taylor Swift,2024-04-18,4418.0,78.0,9873283.0,0
Waiting For Love,Ibiza Residence 2015,Avicii,2015-01-01,205128.0,74.0,1701608739.0,0
BOMBï¿½,LEGENDADDY,Daddy Yankee,2022-03-25,27681.0,60.0,215778342.0,1
Hello,Hello,Muramatsu Karaoke,2015-12-04,2.0,,3250879013.0,0
EVERY CHANCE I GET (feat. Lil Baby & Lil Durk),KHALED KHALED,DJ Khaled,2021-04-30,108705.0,68.0,285741830.0,1
Mo Bamba,Mo Bamba,Sheck Wes,2017-09-19,198581.0,71.0,498454408.0,1
Bank Account,Issa Album,21 Savage,2017-07-06,195032.0,70.0,822892668.0,1
"One Of The Girls (with JENNIE, Lily Rose Depp)",The Highlights (Deluxe),The Weeknd,2021-02-05,67381.0,87.0,371522364.0,0
Get You The Moon (feat. Snï¿½ï,Get You The Moon (feat. Snï¿½ï,Kina,2018-10-08,157944.0,69.0,199282045.0,0
Never Felt So Alone,Never Felt So Alone,Labrinth,2023-04-07,44019.0,67.0,29035288.0,0
Baile do Bruxo,Baile do Bruxo,Tropa do Bruxo,2023-09-29,26646.0,,76324065.0,1
Love Me JeJe,Love Me JeJe - Single,Tems,2024-04-25,4787.0,76.0,8346529.0,0
Heather,Kid Krow,Conan Gray,2020-03-20,191604.0,80.0,138807824.0,0
Come & Go (with Marshmello),Come & Go (with Marshmello),Juice WRLD,2020-07-09,180366.0,71.0,135893380.0,1
Mas Rica Que Ayer,Mas Rica Que Ayer,Anuel AA,2023-03-02,3437.0,67.0,245635362.0,1
Love Again,Future Nostalgia,Dua Lipa,2020-03-27,90805.0,67.0,419361718.0,0
Bï¿½ï¿½cane - A COLORS,Bï¿½ï¿½cane - A Colors Show - Si,Yamï¿,2023-06-01,37922.0,69.0,73217073.0,1
all of me,american dream,21 Savage,2024-01-12,2038.0,,4705879.0,1
Giving Me,Giving Me,Jazzy,2023-03-10,44298.0,67.0,57191900.0,0
Attitude (feat. Charlie Wilson & Cash Cobain),Attitude (feat. Charlie Wilson & Cash Cobain),Don Toliver,2024-05-22,2162.0,,4045474.0,1
What Do You Mean?,Full Circle: The Live Anthology,Justin Bieber,2011-11-20,137106.0,74.0,2719936771.0,0
Bailando - English Version,S** AND LOVE,Enrique Iglesias,2014-01-01,28233.0,50.0,3559338569.0,1
ıııııııııııı ıııııııııııııııı ıııııııııı,ıııııııııııı ıııııııııııııııı ıııııııııı - Single,Jazzdauren,2024-03-01,968.0,56.0,77405121.0,0
TV,Guitar Songs,Billie Eilish,2022-07-21,80064.0,76.0,115201405.0,0
But Daddy I Love Him,THE TORTURED POETS DEPARTMENT,Taylor Swift,2024-04-18,3535.0,76.0,10014516.0,1
Tiroteo - Remix,Tiroteo (Remix),Marc Seguï¿,2021-04-01,83163.0,75.0,556407060.0,0
pushin P (feat. Young Thug),DRIP SEASON 4EVER,Gunna,2022-01-07,125521.0,65.0,99364654.0,1
Take Me to Church,Take Me To Church,Hozier,2013-09-16,238611.0,78.0,1690342490.0,0
It's You,It's You,Ali Gatie,2019-06-14,140766.0,72.0,763620890.0,0
Love Lee,Love Lee,AKMU,2023-08-21,10736.0,65.0,143446620.0,0
Jump,TYLA,Tyla,2024-03-01,10243.0,77.0,10759752.0,0
Venom - Music From The Motion Picture,Kamikaze,Eminem,2018-08-31,139716.0,68.0,872454191.0,1
fantasmas,fantasmas - Single,Humbe,2023-11-20,6388.0,,70685035.0,0
Basit Numaralar,Basit Numaralar,Zerrin ï¿½ï¿,2023-08-04,7149.0,58.0,215435066.0,0
Karma,Midnights,Taylor Swift,2022-10-21,47435.0,75.0,97902815.0,1
The Painter,The Painter - Single,Cody Johnson,2023-08-11,16004.0,66.0,11577220.0,0
Chiky Boom,Chiky Boom,Paylon,2022-11-18,14.0,1.0,593750417.0,0
Me & U,Me & U,Tems,2023-10-05,2422.0,,48323636.0,0
Vista Al Mar,Vista Al Mar,Quevedo,2022-09-09,74845.0,68.0,182250623.0,0
Imagine,Imagine,Carbonne,2024-05-03,3113.0,77.0,11599115.0,0
All The Stars (with SZA),All The Stars (with SZA),Kendrick Lamar,2018-01-04,207686.0,82.0,633789787.0,1
Lehanga,Lehanga,Jass Manak,2019-07-25,297.0,,1741817091.0,0
X (feat. Future),Savage Mode,21 Savage,2016-07-15,115125.0,65.0,365678540.0,1
CRAZYZ,Pa las Baby's Y Belikeada,Fuerza Regida,2023-10-20,12683.0,78.0,117472301.0,1
Passionfruit,More Life,Drake,2017-03-18,288559.0,77.0,410329826.0,0
Like Crazy,FACE,Jimin,2023-03-24,16425.0,84.0,139608215.0,0
I Donï¿½ï¿½ï¿½t Wanna Live Forever (Fifty Shades D,I Donï¿½ï¿½ï¿½t Wanna Live Forever (Fifty Shades D,ZAYN,2016-12-09,129306.0,75.0,1049659880.0,0
What It Is (Solo Version),What It Is (Versions),Doechii,2023-03-17,38674.0,70.0,77532151.0,1
Bad and Boujee (feat. Lil Uzi Vert),Bad and Boujee,Migos,2016-10-28,173279.0,66.0,59661695.0,1
SUBEME LA RADIO (feat. Descemer Bueno & Zion & Lennox),SUBEME LA RADIO,Enrique Iglesias,2017-02-24,87667.0,65.0,1601099483.0,0
Soak City (Do it),Soak City (Do it),310babii,2023-06-03,26723.0,65.0,17779741.0,1
The Woo (feat. 50 Cent & Roddy Ricch),Shoot For The Stars Aim For The Moon,Pop Smoke,2020-07-03,166545.0,65.0,303897464.0,1
"yes, and?","yes, and?",Ariana Grande,2024-01-12,2906.0,,,0
Cheerleader - Felix Jaehn Remix Radio Edit,Cheerleader (Felix Jaehn Remix) (Radio Edit),OMI,2014-05-20,49556.0,52.0,1569239627.0,0
Woah (feat. D3Mstreet),Woah,KRYPTO9095,2019-03-29,21725.0,45.0,166739538.0,1
Take You Dancing,Nu King,Jason Derulo,2024-02-16,,,,0
Wrecking Ball,538 Hitzone Best Of 2013,Miley Cyrus,2013-01-01,113036.0,73.0,1694450676.0,0
Stereo Love (TikTok Remix),Stereo Love (TikTok Remix) - Single,DJRemixGod,2024-04-30,4.0,,,1
Stuck with U (with Justin Bieber),Stuck with U,Ariana Grande,2020-05-08,116269.0,73.0,433277837.0,0
she's all i wanna be,she's all i wanna be,Tate McRae,2022-02-04,58658.0,71.0,107628561.0,0
Oh My God,30,Adele,2021-11-19,66469.0,68.0,175552661.0,0
Leave Out All The Rest,Papercuts,Linkin Park,2024-04-12,4.0,,,0
iSpy (feat. Lil Yachty),iSpy (feat. Lil Yachty),KYLE,2016-12-02,121478.0,64.0,686017624.0,1
I AM,I've IVE,IVE,2023-04-10,20356.0,71.0,256133933.0,0
Midnight Sky,Midnight Sky,Miley Cyrus,2020-08-14,86326.0,66.0,301362454.0,0
"Earth, Wind & Fire",HOW?,BOYNEXTDOOR,2024-04-15,1054.0,,51593380.0,0
Andrea,Un Verano Sin Ti,Bad Bunny,2022-05-06,51912.0,71.0,321888868.0,1
Ric Flair Drip (with Metro Boomin),Without Warning,Offset,2017-10-30,25764.0,80.0,392508024.0,1
Dï¿½ï¿½,Dï¿½ï¿½,Teya Dora,2023-03-22,25929.0,65.0,150869846.0,0
Going Bad (feat. Drake),Championships,Meek Mill,2018-11-30,190095.0,73.0,339988703.0,1
Tenho Que Me Decidir,O Cara Do Momento,MC PH,2023-11-29,17345.0,,92538511.0,1
Wunder,Wunder,AYLIVA,2024-04-26,3863.0,77.0,11650472.0,1
Safaera,YHLQMDLG,Bad Bunny,2020-02-29,116275.0,70.0,491413241.0,1
Baby,R&B Collection 2011,Justin Bieber,2010-01-01,136655.0,76.0,3312260344.0,0
On BS,Her Loss,Drake,2022-11-04,82934.0,67.0,22665894.0,1
Marlboro Remix,Marlboro Remix - Single,,2024-06-07,,,,0
Love Again,Love Again,The Kid LAROI,2023-01-27,44476.0,62.0,28993149.0,0
LAGUNAS,LAGUNAS,Peso Pluma,2023-06-22,23886.0,74.0,85636375.0,1
Narcotics (with Bryant Myers),Narcotics (with Bryant Myers),Dei V,2023-09-14,23281.0,73.0,107103779.0,1
Linea del Perreo (feat. Dj Kiire),Linea del Perreo (feat. Dj Kiire) - Single,Uzielito Mix,2023-12-12,7282.0,,128889809.0,1
24K Magic,24K Magic,Bruno Mars,2016-10-07,175419.0,77.0,181151693.0,0
The Feels,The Feels,TWICE,2021-10-01,43727.0,66.0,564641494.0,0
Someone Like You,21' Sampler,Adele,2011-01-18,211527.0,75.0,759564393.0,0
Oh U Went (feat. Drake),BUSINESS IS BUSINESS,Young Thug,2023-06-23,43943.0,64.0,23464236.0,1
Right Now (Feat. Crush),Right Now,Coogie,2023-09-12,3228.0,,15456128.0,0
Burn,VULTURES 1,Kanye West,2024-02-09,20185.0,,3917468.0,1
High Fashion (feat. Mustard),Please Excuse Me For Being Antisocial,Roddy Ricch,2019-12-06,113736.0,65.0,215454028.0,1
Ronald,Ronald,Falling In Reverse,2024-05-07,3463.0,72.0,11826358.0,1
We Paid (feat. 42 Dugg),My Turn (Deluxe),Lil Baby,2020-02-28,128536.0,68.0,507681327.0,1
Boss Bitch,Boss Bitch,Doja Cat,2020-01-23,126275.0,70.0,522643821.0,0
Ballena,Ballena,Vulgo FK,2023-07-13,28303.0,66.0,160585664.0,0
one of wun,One of Wun,Gunna,2024-05-10,,,,0
Locked Away (feat. Adam Levine),Locked Away,R. City,2015-06-29,143056.0,75.0,1273135552.0,0
Tal Vez,Tal Vez,Paulo Londra,2019-04-03,75691.0,67.0,1245024291.0,0
the remedy for a broken heart (why am I so in love),?,XXXTENTACION,2018-03-16,142939.0,69.0,402582220.0,1
Beautiful Mistakes (feat. Megan Thee Stallion),Beautiful Mistakes (feat. Megan Thee Stallion),Maroon 5,2021-03-03,93856.0,71.0,313682727.0,0
Cynical,Cynical,twocolors,2023-06-30,20339.0,41.0,37013758.0,0
These Words,These Words,Badger,2024-04-05,9301.0,78.0,2769869.0,0
Robarte un Beso,Robarte un Beso,Carlos Vives,2017-07-28,53101.0,72.0,1852547490.0,0
Vida Gangster,Vida Gangster,Lauty Gram,2022-12-08,20571.0,56.0,161745200.0,1
For My Hand (feat. Ed Sheeran),"Love, Damini",Burna Boy,2022-07-01,62386.0,65.0,170657868.0,0
Cowgirls (feat. ERNEST),One Thing At A Time,Morgan Wallen,2023-03-03,3168.0,81.0,40534712.0,0
Til You Can't,Til You Canï¿½ï¿½ï¿½t / Longer Than S,Cody Johnson,2021-06-11,48619.0,68.0,145224400.0,0
Those Oldies but Goodies,Little Caesar and The Romans: The Extended Play Collection,Little Caesar & the Romans,2014-07-22,42.0,,,0
Dark Horse,The Top Music of the World,Katy Perry,2013-11-27,8.0,,3738385281.0,0
Hass Hass,Hass Hass - Single,Diljit Dosanjh,2023-10-27,10191.0,70.0,148785957.0,0
You Got It,You Got It,Vedo,2020-03-06,56415.0,64.0,116036942.0,1
LDR,LDR,Shoti,2022-08-27,5646.0,57.0,592859063.0,0
"Kaavaalaa (From ""Jailer"")","Kaavaalaa (From ""Jailer"")",Shilpa Rao,2023-07-06,5151.0,61.0,280887419.0,0
Me or Sum (feat. Future & Lil Baby),Me or Sum (feat. Future & Lil Baby) - Single,Nardo Wick,2021-11-29,77071.0,59.0,121560768.0,1
You're Welcome,Moana (Original Motion Picture Soundtrack/Deluxe Edition),Dwayne Johnson,2016-11-18,57721.0,66.0,1771543816.0,0
LA NOCHE DE ANOCHE,EL ï¿½ï¿½LTIMO TOUR DEL M,Bad Bunny,2020-11-27,120639.0,71.0,354318464.0,0
Fuk Sumn,VULTURES 1,Kanye West,2024-02-09,21002.0,,1915309.0,1
Billete Grande (En Vivo),Billete Grande (En Vivo),Fuerza Regida,2022-08-02,30705.0,68.0,368079858.0,0
Royals,The Love Club EP,Lorde,2012-01-01,163195.0,73.0,349747981.0,0
Charm,Charm (Sped Up),Rema,2023-04-26,35929.0,65.0,103077029.0,1
prove it,prove it,21 Savage,2024-01-10,19035.0,,22896192.0,1
Mon Amour - Remix,Mon Amour (Remix),zzoilo,2021-08-18,101479.0,72.0,83908765.0,0
Adan y Eva,Adan y Eva,Paulo Londra,2018-11-05,85897.0,70.0,1320370692.0,0
No Lie,Dua Lipa (Complete Edition),Sean Paul,2015-01-01,180669.0,76.0,1613180283.0,0
"Phir Aur Kya Chahiye (From ""Zara Hatke Zara Bachke"")","Phir Aur Kya Chahiye (From ""Zara Hatke Zara Bachke"")",Sachin-Jigar,2023-05-16,11941.0,66.0,290394869.0,0
10 Carros,10 Carros,Chefin,2023-11-23,13213.0,,120775698.0,1
The Astronaut,The Astronaut,JIN,2022-10-28,12509.0,79.0,111977553.0,0
Gogo Dance,SABIDURIA,El Alfa,2022-04-07,29662.0,64.0,208114605.0,1
Komang,Komang,Raim Laode,2022-08-17,1611.0,70.0,98333231.0,0
The Spectre,The Spectre,Alan Walker,2017-09-15,67602.0,67.0,1517036583.0,0
ıııııııııııııııııı (feat. ııııııııı ııııııııııııııı & GUNNER),ıııııııııııııııııı (feat. ııııııııı ııııııııııııııı & GUNNER) - Single,Juepak,2024-04-06,337.0,,62161614.0,0
DARARI,THE SECOND STEP : CHAPTER ONE,TREASURE,2022-02-15,23891.0,63.0,171821740.0,0
Ferxxo 100,Ferxxo 100,Feid,2022-06-03,56678.0,73.0,328723503.0,0
No Te Quieren Conmigo,No Te Quieren Conmigo,Gaby Music,2023-12-15,20215.0,,39976674.0,0
More than you know,More than you know,NoSpace,2022-07-25,5.0,2.0,679269509.0,0
Shower,Crave Vol. 9 (Mixed By DJ Havana Brown),Becky G,2014-01-01,110573.0,73.0,550108518.0,0
B.O.T.A. (Baddest Of Them All) - Edit,B.O.T.A. (Baddest Of Them All) / Move To The,Eliza Rose,2022-06-15,119047.0,70.0,1958012.0,0
Chatak Matak,Chatak Matak,Renuka Panwar,2020-12-19,1588.0,54.0,1101262266.0,0
Cooped Up (with Roddy Ricch),Cooped Up,Post Malone,2022-05-12,76622.0,62.0,116596146.0,1
FRIENDS,Speak Your Mind,Marshmello,2015-01-01,14848.0,70.0,1135381625.0,1
FINA,nadie sabe lo que va a pasar maï¿½ï¿,Bad Bunny,2023-10-13,32219.0,78.0,37510571.0,1
Come back to me,Come back to me,RM,2024-05-10,1389.0,84.0,14842438.0,0
Whatsapp (Wassam),Whatsapp (Wassam),Gunna,2024-05-03,3854.0,,4032820.0,1
3:15 (Breathe),3:15 (Breathe),Russ,2021-05-21,72865.0,72.0,153123397.0,1
Love Me Again,Layover,V,2023-08-11,13455.0,82.0,95442324.0,0
Down Under (feat. Colin Hay),Down Under,Luude,2021-11-19,125064.0,60.0,43371856.0,0
Like That (feat. Gucci Mane),Hot Pink,Doja Cat,2019-11-07,74416.0,66.0,459871445.0,1
Control,Control,Zoe Wees,2020-03-13,81641.0,66.0,246089222.0,0
Push Up - Original Mix,Push Up - Single,Creeds,2022-12-21,78156.0,58.0,6012738.0,0
Novo Balanï¿½,Dos Prï¿½ï¿½dios De,Veigh,2023-05-19,33493.0,69.0,175669334.0,1
Dancin (feat. Luvli) - Krono Remix,Dancin (Krono Remix),Aaron Smith,2014-11-07,163911.0,71.0,937887038.0,0
Goosebumps - Remix,Goosebumps (Remix),Travis Scott,2021-01-15,142094.0,70.0,144061936.0,1
Die For You,SMITHEREENS,Joji,2022-11-04,74276.0,71.0,77291326.0,0
SC-9,SC-9,Yahir Saldivar,2024-02-01,2994.0,64.0,57626164.0,1
We Are Young (feat. Janelle Monï¿½ï¿½e) - feat. Janelle M,We Are Young (feat. Janelle Monï¿½ï,fun.,2011-09-20,216588.0,72.0,213210779.0,0
My Head & My Heart,Heaven & Hell,Ava Max,2020-09-18,72376.0,69.0,312305062.0,0
Accendio,IVE SWITCH,IVE,2024-04-29,1027.0,72.0,33432764.0,0
Deep End,Deep End,Fousheï¿,2020-07-31,76388.0,56.0,126075119.0,1
Loosing interest,Missing,Kurochuu,2024-06-09,2.0,4.0,,0
Turbo S,PISTOLER POESI OCH SEX,Yasin,2023-02-28,1764.0,33.0,435442321.0,1
30 GRADOS RKT,30 GRADOS RKT,RUNE,2024-06-08,2.0,,,0
Mi Bello Angel,Nata Montana,Natanael Cano,2023-06-30,23359.0,76.0,146063277.0,1
Turks & Caicos (feat. 21 Savage),Nostalgia,Rod Wave,2023-09-15,18919.0,,29393085.0,1
Si Veo a Tu Mamï¿,YHLQMDLG,Bad Bunny,2020-02-29,92013.0,70.0,741912041.0,0
1-800-273-8255,1-800-273-8255,Logic,2017-04-28,155866.0,67.0,731296296.0,1
After Hours,After Hours,The Weeknd,2020-02-19,146801.0,75.0,335729967.0,0
Alibi (feat. Rudimental),Alibi (feat. Rudimental) - Single,Ella Henderson,2024-01-12,7999.0,,7982763.0,0
Everybody (feat. Lil Uzi Vert),Pink Friday 2,Nicki Minaj,2023-12-08,20245.0,,16861339.0,1
I LUV IT (feat. Playboi Carti),I LUV IT (feat. Playboi Carti),Camila Cabello,2024-03-27,7391.0,,15545498.0,1
The Middle,The Middle,Zedd,2018-01-23,135666.0,72.0,377475040.0,0
